epoch,loss,val_loss
11,0.08314789385907352,0.09151279001134979
12,0.07226123437238857,0.08221938805885551
13,0.0634862755057402,0.07850276604910528
14,0.05731731983087957,0.07702378017350661
15,0.051017853714060035,0.07691871267858862
16,0.046914793425239625,0.07579750955597428
17,0.04293030434777029,0.07154266901067959
18,0.039278351719491185,0.07597557877090351
19,0.03737335232412443,0.07791228052074751
20,0.03383223874075338,0.07727606881656184
21,0.03184036776400171,0.0746610672097684
22,0.029760099684121088,0.07480507274735565
23,0.027748172150924802,0.074533543811172
24,0.025879620815161614,0.07644255586307157
25,0.024049857712583618,0.0777577308953301
26,0.023079937057802452,0.07843863874796994
27,0.021479938230477273,0.07772845686374863
28,0.020355701007065363,0.08223678211658454
29,0.01908027424220927,0.08127168880021277
30,0.018479453804437072,0.08335626594075733
31,0.017894265845185147,0.0831716086192072
0,2.2601876282095907,1.057253594251023
1,0.830303478360176,0.6990048376555296
2,0.6204552274048328,0.509099278007586
3,0.42205264139175414,0.34875586008288195
4,0.31373537008464336,0.25182655923759817
5,0.2590169752910733,0.23654800893105182
6,0.22812090741097926,0.22099297326250175
7,0.2023352693580091,0.18026484438439005
8,0.17024369184300303,0.1590528116398251
9,0.1315341101065278,0.1223443037609464
10,0.10581494632712565,0.10679170323401382
11,0.08912297567119822,0.09361352221560232
12,0.07653484478686005,0.08725197335186693
13,0.06813984914310277,0.08451695956827439
14,0.06046925013279542,0.07789272328781098
15,0.052879334344994276,0.08059812675892693
16,0.047129912689008055,0.07918819814305944
17,0.04236144225660246,0.07791952191247153
18,0.038614251057959334,0.0780102883571202
19,0.0342254598204745,0.07851251589575994
20,0.031607833157933786,0.07881256784360434
21,0.028899516601930374,0.07855740094307771
22,0.026090806666994468,0.08332525829678958
23,0.024046279629139463,0.08566248887746604
24,0.022736899231502322,0.08786657802837411
25,0.0205274043277459,0.08759714245181723
26,0.01912472006533062,0.08823384020439129
27,0.01770844755136204,0.09076992674279459
28,0.016869093331890326,0.09361807640987574
29,0.015607063386189111,0.09319504633085014
30,0.014910610277009255,0.09290464704030568
31,0.013698570789150835,0.09693305877987872
0,3.6447463936805726,2.2141463269892427
1,1.4354701352119446,0.9442820797261503
2,0.9239034391045571,0.7645506824414755
3,0.8003013272881507,0.6731653872224473
4,0.752066520690918,0.6475920250735332
5,0.7083806048631668,0.5862314451601087
6,0.6644123509228229,0.5496368850629354
7,0.6247492220103741,0.5163717921247187
8,0.6022678858339786,0.48331095920395606
9,0.5641572958230973,0.4560812848130452
10,0.5255581090152264,0.44125942581707667
11,0.5109258695691824,0.4272187366313541
12,0.4880331014841795,0.40008561420686467
13,0.471400191962719,0.3926991165913257
14,0.4556399035155773,0.3645279587544117
15,0.4435923769176006,0.35206138786581376
16,0.42707665768265723,0.3433621913501897
17,0.4145955625027418,0.33883928890080794
18,0.4083704940825701,0.34624244300360535
19,0.39973024718463424,0.3259006561692228
20,0.3898963578939438,0.3153067837056425
21,0.3825303147882223,0.327436877648855
22,0.38272046381235125,0.31231639213168744
23,0.37061276455223563,0.3069644344836166
24,0.36431647881865503,0.29769713706576945
25,0.3614915784150362,0.2992262181547499
26,0.3551141262128949,0.30058354471147675
27,0.35665070576220753,0.3006590986989208
28,0.35224422106146813,0.2961369089244567
29,0.34527940559387205,0.28052586292483145
30,0.3404475797638297,0.290452497798143
31,0.34168426486104725,0.2853229236971472
0,2.212801696538925,0.9024915528051632
1,0.7203394058942795,0.501746270582848
2,0.46574926257133487,0.33235202284203363
3,0.33427065970003605,0.2400283170422328
4,0.26035552585870025,0.19824473996137834
5,0.20875560430809856,0.15098056381510705
6,0.1721292804274708,0.1271705603323032
7,0.15550946488045156,0.13703219442023445
8,0.1316054369583726,0.10473654744858595
9,0.11117837097030132,0.09537936069608964
10,0.0965532521228306,0.08086063617590776
11,0.08622893675928936,0.07430294973334087
12,0.07769712385954336,0.07387767676840123
13,0.07375526720052585,0.06859822514438138
14,0.06719381915777922,0.06575678041608063
15,0.0627316043083556,0.06027649153292793
16,0.05848314659367315,0.05861601388638781
17,0.05582416090392508,0.057900723000777136
18,0.05270817725523375,0.05879224243852281
19,0.05022920891345711,0.05373063132013242
20,0.04897163799509872,0.058248745227597425
21,0.045662118545966225,0.057056165847581684
22,0.04467744275042787,0.053272768294381115
23,0.04261118314473424,0.056345052855838205
24,0.041426190729718655,0.05299021067846681
25,0.0395506224441051,0.052138479898885357
26,0.03876421876714448,0.053273938818997946
27,0.03745257656020112,0.0532149835115241
28,0.03536189000718878,0.0521614405681792
29,0.035798259799485095,0.05382627132012672
30,0.03391715698165353,0.0544005976432992
31,0.03344925574990339,0.05177524808755855
0,1.84297438788414,0.7175418326923669
1,0.5812095496356487,0.3997626170392864
2,0.36547577049583196,0.24751851599940583
3,0.24358337447047235,0.16796493945905
4,0.17609489870630204,0.1303921461351647
5,0.14561857223138214,0.12451712054408286
6,0.12089327602926642,0.09686068480849759
7,0.10578235013224184,0.08980085459068295
8,0.09075093329325318,0.08850038859777706
9,0.0778408353565028,0.07005216033498118
10,0.06562675571418368,0.06737984830806078
11,0.06022687105461955,0.08329324425806191
12,0.05393372467905283,0.05930231276068313
13,0.046905184724892024,0.05619140205643147
14,0.044100950833584646,0.053129037280282204
15,0.039709965080750406,0.056822849229778635
16,0.03752116529567866,0.051675514025567484
17,0.03506708848406561,0.05502495663779334
18,0.03218871931327158,0.05309383033135952
19,0.029965671805024612,0.05003706257297727
20,0.027398496046895163,0.05153639076570095
21,0.02689283137691382,0.051304293149882114
22,0.024647758651859475,0.052834134610477555
23,0.023953735799281277,0.05441718887968743
24,0.022112107713866864,0.05170306059231689
25,0.021013282195628563,0.051844984954915754
26,0.020426707214835915,0.056439146961370285
27,0.01934347204360529,0.05571689920053502
28,0.018432147752646413,0.05348465979591874
29,0.017609236985997995,0.05441949513456053
30,0.016687578897559435,0.05491386674929503
31,0.015726592207760404,0.05692655451534208
0,1.7170339948832989,0.6263445857873897
1,0.497205205231905,0.31135763876216926
2,0.2844229540377855,0.2191709192757754
3,0.18836371832340956,0.13183331096295228
4,0.14094627474062144,0.11350011588986388
5,0.116695790537633,0.10509120052315525
6,0.09472227444732562,0.08667155714686384
7,0.08469395672343671,0.09227334890783448
8,0.07112133644334973,0.07267594729194936
9,0.06033223002916202,0.06568135682915904
10,0.0514299806318013,0.06260566057003651
11,0.044417979003861546,0.055640697294903785
12,0.039572542341484225,0.05350582599639893
13,0.03469420817698119,0.0554099410311463
14,0.031557135044407915,0.05392929982278765
15,0.02884113696575514,0.05268550749445699
16,0.02547596602117119,0.05594156960543898
17,0.023490866940366686,0.05211914284634836
18,0.021696669778524667,0.05087076897166439
19,0.01945782453275024,0.05382028381849072
20,0.018710422399060917,0.053222626370867505
21,0.01759940792600173,0.05447327287233982
22,0.0168714092024602,0.05567844531585261
23,0.015394604977802373,0.057869906301043696
24,0.01438062026155967,0.05576071238394865
25,0.0133273544619733,0.05276366707283197
26,0.012666271365193098,0.059247635688978374
27,0.012058846832835115,0.058615746894448074
28,0.011769314272120027,0.05856218933291042
29,0.010456908751046285,0.060189507340954754
30,0.010202740565831845,0.05941428612802446
31,0.009914341778414382,0.06004969983064022
0,1.7028685485422612,0.598168791323593
1,0.45794293691962956,0.2937262227240297
0,3.6848248224258424,2.351502906170088
1,1.448382647752762,0.942058417723351
2,0.8146733532547951,0.6205545419270231
3,0.6247704582512379,0.49053229628149997
4,0.534490838676691,0.4254346002008497
5,0.4760790441483259,0.38625821907495717
6,0.42919852632284167,0.35255757619425193
7,0.4032143689095974,0.3296988638405947
8,0.3748667742162943,0.3062154012857024
9,0.3469707639068365,0.2951834689096077
10,0.32809341518580915,0.27776900572875113
11,0.31041021572053434,0.2586136079940599
12,0.30046865321695804,0.2484427536885763
13,0.2899083503931761,0.2589751925357838
14,0.2792692601829767,0.2622068077633061
15,0.2744243873357773,0.23623329711329077
16,0.26701975443959236,0.2323960220690855
17,0.26267517945170404,0.2230696292882113
18,0.2568177881985903,0.2228724713792506
19,0.2547004353404045,0.2220169913522976
20,0.2495377597808838,0.21591566650523353
21,0.2427241705134511,0.21542348305589146
22,0.24188745322078467,0.21422729203381488
23,0.242840521723032,0.202117394725072
24,0.2337495086044073,0.20124308820237818
25,0.23390150479972363,0.19605574288319066
26,0.2285924804955721,0.20104700806214637
27,0.22850075978040696,0.20383963778461378
28,0.22530479854345323,0.1938179709862188
29,0.22103169353306293,0.19917610653282442
30,0.2224675554931164,0.19435005866989646
31,0.22103539262712002,0.19002166651573377
0,2.519049838900566,1.0996917124876042
1,0.8425228208601475,0.5752629420191971
2,0.4709137594550848,0.3230294757897092
3,0.30865644073486326,0.24866745352130576
4,0.22409779984503986,0.1583136587413316
5,0.15533801839500666,0.11446766857941126
6,0.12196667425520719,0.09434218246912218
7,0.10198289839038625,0.09191953495298465
8,0.08688800662849099,0.07170224318799284
9,0.07229677523113787,0.06338453378874002
10,0.062374013842782,0.05954781009517994
11,0.05630865053134039,0.05641959565355606
12,0.05262385373644065,0.050503206406671976
13,0.046445791421458126,0.050715352395146164
14,0.043250036560813894,0.04941257088608349
15,0.04143664025480393,0.04746568537096387
16,0.03788668405625503,0.04760451034940395
17,0.03568973661959171,0.04656693527532607
18,0.03431165867269738,0.04888579025864601
19,0.033511485685361546,0.04427185633901468
20,0.030354906024876983,0.04701268867272692
21,0.02962264794926159,0.04665483599624683
22,0.02856102814670885,0.04606894130252071
23,0.026696837904164567,0.04693851981734492
24,0.02694485382718267,0.04760741862593238
25,0.02479719705961179,0.0458619382501263
26,0.02420170503348345,0.04629613283983211
27,0.023762230174907018,0.051240500861529224
28,0.022843274933984505,0.045596180909994954
29,0.02181434100831393,0.04857862610945997
30,0.02142762895062333,0.04920615506233628
31,0.02073892228968907,0.047656327240245856
0,2.2006556562781334,0.8964289397247567
1,0.7293974094390869,0.4942374241130411
2,0.40857700911164285,0.2977533701899623
3,0.2944101526290178,0.23411709196434533
4,0.22547358219325542,0.16967110221913037
5,0.16346177915483714,0.12525880513789733
6,0.11994164995476604,0.10340570564543412
7,0.10472637523524463,0.08598396556128647
8,0.08389317204616964,0.07462329623743522
9,0.06886016910150647,0.06493904517794197
10,0.05924085913319141,0.05849940704628209
11,0.050839284504763785,0.05500122319044899
12,0.04461675196699798,0.04995951542923273
13,0.03985494386125356,0.052019613009900594
14,0.03487536006886512,0.05022052774390529
15,0.03295187568059191,0.04848557433559875
16,0.029671813427004964,0.048824454488402065
17,0.027072447082959115,0.0461541745996426
18,0.024576292847748846,0.04673115189441226
19,0.023451269764918833,0.049055532940994365
20,0.021271409667562694,0.05108522268181497
21,0.020852837650105358,0.04910174247708695
22,0.019031545273028316,0.05030202688572328
23,0.018327549080830067,0.04962137483891623
24,0.017217796589713542,0.05105242940158514
25,0.016462614233838394,0.05320061496189557
26,0.01557651659147814,0.051911469941481575
27,0.014582282542483881,0.05118975148744081
28,0.014000446470454335,0.05029238456059709
29,0.013230180951301008,0.05234257690993346
30,0.012772600571392104,0.05225024679444792
31,0.012238249679328874,0.054802989056102994
0,2.134567458987236,0.8472685773180139
1,0.7329723878800869,0.533970963017047
2,0.4647050908058882,0.3366404407142852
3,0.3083068487346172,0.24618724685771617
4,0.22009919036179781,0.16048305967579718
5,0.15809046015981584,0.13882418340901165
6,0.12308378142863512,0.10341274941930119
7,0.10233823653869331,0.10541964613873026
8,0.08438144936412573,0.07957949733080084
9,0.06586312355473638,0.066054225746951
10,0.054086034500971436,0.057899437667358486
11,0.04516347886621952,0.057439684960412685
12,0.04009116609720513,0.052614837298728914
13,0.03475413637422025,0.051189505882700034
14,0.03123637936543673,0.05282660552896328
15,0.029060650091152638,0.050376823939398456
16,0.025450733842793852,0.05007355555305817
17,0.022869551396463066,0.04918923518209724
18,0.020741559240967034,0.051090931462019866
19,0.01904273321828805,0.048666387511027774
20,0.017466437102062627,0.04909523492428333
21,0.016278015320654957,0.051740495900683275
22,0.015186475473456085,0.052561989790657786
23,0.014076183181256056,0.05189982686754833
24,0.01313232385320589,0.05198681737849678
25,0.012583050948567688,0.05467444424581083
26,0.011570666976971553,0.05368945558649906
27,0.011017883614636957,0.05399608576581592
28,0.010258986491942778,0.05458234539776115
29,0.009749666337855161,0.057548337471411096
30,0.009372935797320679,0.057856998666658166
31,0.008954930401057937,0.06015605512643946
0,2.169797997713089,0.8891038035065675
1,0.7748601234555245,0.6335584621045215
2,0.5133111436367035,0.39148627430939476
3,0.3299133198261261,0.25055436497508
4,0.24622224313020707,0.22889033714232365
5,0.19577891642041503,0.17110062756937397
6,0.1570091356812045,0.15052776448120755
7,0.12970917191449552,0.11569850754824058
8,0.10619576286163647,0.10970484095910364
9,0.08707306594867259,0.08864618388335567
10,0.07271263258112594,0.08630026210376546
11,0.06293113525724038,0.08045608998268597
12,0.052930345357046465,0.07876301168902847
13,0.046865799327380955,0.07911680087693466
14,0.0417226836453774,0.0740652888905534
15,0.03695641710027121,0.07100864444389816
16,0.03249156824780948,0.07643839199680927
17,0.02896291222462605,0.07452094639566811
18,0.025828995045580085,0.07559230203224608
19,0.02300378721462039,0.07881565151874684
20,0.020761809921532405,0.07808571026375717
21,0.01911341995200928,0.08125799582609214
22,0.017467655256979926,0.08300165097760268
23,0.015874905586821114,0.084929944685668
24,0.014627853060996131,0.08437179275288069
25,0.01386093466373859,0.08648546184759495
26,0.012792256027742041,0.08867465678510095
27,0.011701218188703934,0.0918718776088362
28,0.011249273705350789,0.09110008811285673
29,0.010400032791672856,0.09260402231915923
30,0.00965253195654168,0.09310907813574164
31,0.009312739880755544,0.09701900572077302
0,3.675816783905029,2.255784468532103
1,1.4008354594707488,0.92862736214246
2,0.8130447397828102,0.6433631059292441
3,0.6080314278900624,0.5012375282054126
4,0.49787545210123063,0.3980497393247003
5,0.4203391406238079,0.36788071240626924
6,0.3831276524066925,0.30663311623686085
7,0.3445105942487717,0.29197853933478785
8,0.32458616845309735,0.2882912661030085
9,0.3017912153750658,0.2633522526975489
10,0.2833874996304512,0.23886244264875706
11,0.27229078003019097,0.23576424088468195
12,0.2594187036007643,0.22396463607109435
13,0.2510866115391254,0.2132058147634708
14,0.24290416561812161,0.20735335322212875
15,0.2352069687768817,0.20654008117083197
16,0.23415323650091888,0.20161319861026225
17,0.22697222754359245,0.19731512168012713
18,0.21997046801447867,0.19909627055478787
19,0.2189875070080161,0.1967058028732098
20,0.21450986313074827,0.1943020664495551
21,0.2118442761451006,0.18635765586774874
22,0.20963636264950036,0.18363121637293905
23,0.20594521548599004,0.18598178600992898
24,0.20364137970656157,0.1817830815231157
25,0.2025199140533805,0.1752293600828321
26,0.19879105228930713,0.1745435584692045
27,0.19934671100974083,0.17652551400092628
28,0.19720692886412144,0.17555139946492382
29,0.19635035557299851,0.16982984406819482
30,0.19346814112365246,0.1723968843886961
31,0.193061293438077,0.17090482465706425
0,2.753142503499985,1.1971856279314057
1,0.9245523013174534,0.6738517928468294
2,0.5732025690078736,0.41937616221175705
3,0.3844413971453905,0.31513809646702995
4,0.2955356724858284,0.24854497740830273
5,0.24585422663390635,0.21907946923054938
6,0.21529807986319066,0.1855472606445147
7,0.19284371639043094,0.17240471121939746
8,0.1705384371653199,0.15156751347721115
9,0.15157075715810062,0.1409700513809673
10,0.1375040938667953,0.1308361495390904
11,0.11986272723414004,0.10662296616033581
12,0.10309454758279026,0.10249404750825945
13,0.09343455234356225,0.08868998563117232
14,0.08555454752221704,0.08071201020651612
15,0.07720397927891463,0.07345661778033764
16,0.07190061789751052,0.07184167998296416
17,0.06656475814152508,0.06816488306599953
18,0.06278997039701789,0.0666099199948232
19,0.05866352285537869,0.06591199866442149
20,0.05569151568133384,0.06158323859226359
21,0.052560322804842144,0.05893347287658325
22,0.05112157974764705,0.05680050579292222
23,0.04749953758902848,0.05644607558569386
24,0.04617799174785614,0.05471798307300845
25,0.04439595865784213,0.05548812303507377
26,0.042761442634742707,0.05190331850601129
27,0.0404513638196513,0.05469917063408893
28,0.03987921191751957,0.05157140858686906
29,0.03791558236023411,0.05219322245968275
30,0.03681430793600157,0.05181791058410544
31,0.03603360759979114,0.05205770238679795
0,2.3957224897146223,1.0142338698672264
1,0.8488725086152553,0.6594742215785784
2,0.5799394525587559,0.4672337954806298
3,0.4064389205276966,0.34620106687250823
4,0.2992716487199068,0.2607746100302824
5,0.25701944436132906,0.22758319282654635
6,0.22652109939604997,0.20961363386247575
7,0.19895938457548618,0.19254818337479818
8,0.17630497046560048,0.1607762594812924
9,0.14803326382301749,0.13661964551075217
10,0.12359398637153209,0.11179690841854233
11,0.09941400788212194,0.09861029764426123
12,0.08845834418339654,0.0934846460512004
13,0.07688643471943214,0.08262646742088278
14,0.0686630826718174,0.07967945023910286
15,0.06314001734787598,0.07838851950832249
16,0.05810499881138094,0.07058671043091214
17,0.053026727473828944,0.06951278641666334
18,0.04987512732646428,0.06854104204583414
19,0.046347883599810305,0.06918507488732485
20,0.04386717085144483,0.06579266573043213
21,0.03997385642438894,0.06589267459726825
22,0.03880548747850116,0.06828367856052733
23,0.03643340864905622,0.06663575030325615
24,0.03464124758727848,0.06601894560855688
25,0.03271627810253994,0.06738410976129709
26,0.031373226965486535,0.06410660245983871
27,0.029630752549157476,0.06759909896813716
28,0.028554895261491766,0.06708152964711189
29,0.02709637342512724,0.06710399817867377
30,0.026505912648164667,0.06884673740906813
31,0.02487888307022513,0.07071620890313816
0,2.3864410405755043,1.0244674673960912
1,0.8475767912864685,0.7321536053760418
2,0.6086156787872314,0.4589049731423746
3,0.3967477478086948,0.31574577185870206
4,0.2955150178074837,0.2820276275771782
5,0.25417494468390944,0.22161919023857077
6,0.22180858366191386,0.20150772367770248
7,0.1923645275682211,0.17308606525798062
8,0.16282334565743803,0.1452446130115956
9,0.13718809880316257,0.1285330286226332
10,0.11157406977191567,0.10873184900313493
11,0.09214304968994111,0.09100970228616133
12,0.07915923807304352,0.08420706860319213
13,0.07103593637794256,0.07999572957019588
14,0.06265020813792944,0.07505738933056716
15,0.05620096704084426,0.0747215324294023
16,0.05072917577810585,0.07152739204311767
17,0.04645636469265446,0.06665928212006063
18,0.04196868740674108,0.069728815696237
19,0.03921484417468309,0.07041049689920116
20,0.03591724349977449,0.06927589296181667
21,0.03341915626078844,0.07206345217387458
22,0.031340101316105574,0.07521418111081934
23,0.028844332573469727,0.07278327099762517
24,0.027688543996307997,0.07200317575569222
25,0.025407744388794527,0.07269675080583303
26,0.023993245626334102,0.0734400808718442
27,0.022657307487213982,0.07484872274379017
28,0.021257793532917277,0.0729658052989927
29,0.020142952131573112,0.07621187099189926
30,0.01927199491369538,0.07656260012529204
31,0.01824507058551535,0.07765874968401129
0,2.2611409654021264,0.9324505252936451
1,0.8296714159846306,0.7017985517216712
2,0.6411836278140545,0.4844757914543152
3,0.41432567085325717,0.32874570402902425
4,0.31123404203355315,0.2623308277314471
5,0.251590178117156,0.24257154636776324
6,0.223929206892848,0.20251196619776107
7,0.19034349458292127,0.18213654547622524
8,0.1632452324554324,0.1414726985176814
9,0.12718632893636822,0.1164771337484576
10,0.10502480999287218,0.11568880134943835
11,0.09036021598242223,0.10335462637168845
12,0.07914734692918136,0.09898381495905906
13,0.0680981421917677,0.0970219682479642
14,0.06086294733732939,0.08915591256827424
15,0.054673345632851124,0.08643039320547556
16,0.049816212526522574,0.08737262266198384
17,0.04448518235236407,0.08391170211366772
18,0.04018417375674471,0.08561483274415596
19,0.03674499455466867,0.08510785165828527
20,0.03331252383021638,0.09125323138900639
21,0.031074193003121763,0.08661364422938259
22,0.027731199640780687,0.09106533814644076
23,0.02583696415880695,0.09086355146059055
24,0.023682447724975644,0.08982829052148406
25,0.022105013207532467,0.0919093546179152
26,0.020432013392914086,0.08943763329196222
27,0.018765623963437974,0.09213277038532434
28,0.016998767282813788,0.09354288204736316
29,0.016285765270004048,0.09204405517000513
30,0.015483964375918731,0.09606770327717988
31,0.014479590200586244,0.09683476267094465
0,3.6312843174934386,2.2372312343810217
1,1.4453311359882355,0.9454999850554899
2,0.8876874998211861,0.7432274090603364
3,0.7904644399881363,0.6709298230399771
4,0.7291858733892441,0.6350707926533439
5,0.6837812685072422,0.597834435376254
6,0.6528764863312244,0.5556311399237184
7,0.6285549513101578,0.550124646218355
8,0.5947259432375431,0.5119043539378269
9,0.5653254283964634,0.4953821764504614
10,0.5367682664692401,0.4594317481906946
11,0.5216101586222649,0.44894659556140587
12,0.5004730397313834,0.41751909102043827
13,0.48911872452497485,0.4032247405160557
14,0.4688882626146078,0.39151485073418657
15,0.4542495265007019,0.3739736553066033
16,0.4391551856398582,0.3654590707179929
17,0.4271657619923353,0.3723373393997673
18,0.4173946687877178,0.34807083546376427
19,0.4092988498210907,0.34391184415945336
20,0.4004834933578968,0.33233779564130406
21,0.3951686173975468,0.3361274261366237
22,0.3808651167601347,0.3271571175495455
23,0.38214959010481836,0.32545909236285314
24,0.37574147648364303,0.3100508017357716
25,0.3670000430196524,0.3079573567494873
26,0.3620094788968563,0.3074675153109653
27,0.35743509048223493,0.31200507628031016
28,0.35344993706047534,0.29240469031097477
29,0.34963102185726164,0.29298923349331235
30,0.35138779412209986,0.2938578487797217
31,0.3416214523166418,0.28903831473805686
0,2.1921747988462448,0.8823825393755411
1,0.7048382448256015,0.5017957500575744
2,0.4646218493208289,0.3409545943294604
3,0.33601235277950764,0.23910990381978223
4,0.26816781181842086,0.20431502280161554
5,0.21827266673743725,0.18389976165958286
6,0.18612383790686726,0.14075686246463934
7,0.162134853284806,0.12439855011468082
8,0.137490811644122,0.10211359743297714
9,0.1179786204509437,0.1054326139006418
10,0.1006038738200441,0.08582048211822804
11,0.09027336345799267,0.07608682610017738
12,0.08134274386707693,0.06892918045680548
13,0.0755939881335944,0.06793225522815567
14,0.0696974044116214,0.0651366187662808
15,0.06564742479473352,0.06006934268726516
16,0.0615264656948857,0.057770195273087195
17,0.05913762004580349,0.05901929542575915
18,0.05572401385195553,0.05741792217511492
19,0.0522531862296164,0.05661797199359874
20,0.05105439148005098,0.05408060937044547
21,0.04804403624683619,0.055587231913178235
22,0.04742753999400884,0.05492551366692966
23,0.04500994101259857,0.05316951827136512
24,0.042969777127727864,0.054987780511686485
25,0.04165024244925007,0.0525585630966216
26,0.04021271408349276,0.05311761042967285
27,0.038982576278969644,0.05096927534827252
28,0.0379619714487344,0.05089319657111905
29,0.03660988111514598,0.05014209160485218
30,0.0361435071201995,0.04998587527379547
31,0.03473919221432879,0.0510355968758003
0,1.8222318876385688,0.7222888316075826
1,0.5852080747038126,0.3915720990023662
2,0.361817794047296,0.25675217487762886
3,0.2419945548810065,0.1698358683856492
4,0.17648358795791863,0.1258699798860501
5,0.13827565463632346,0.10983134462046869
6,0.11799104749411345,0.10536659421380033
7,0.10375335880392231,0.08606553151435459
8,0.08966596011910588,0.07377569131629984
9,0.07365473859198392,0.07245949242532868
10,0.06325566438841633,0.062476904505921395
11,0.05670319587364793,0.06280748762728013
12,0.051327757068444044,0.05713573377771476
13,0.046729009686037895,0.05486367184323134
14,0.041930268368247196,0.056132993463081184
15,0.038715884913370247,0.052423274163732825
16,0.03584359605412465,0.05267420399588408
17,0.03323524741572328,0.05082175459751149
18,0.03102968662357307,0.05074269989716638
19,0.028897373076149962,0.049270804088140274
20,0.026871420813440638,0.04946204098997657
21,0.025603625887844827,0.05186173648563857
22,0.024190795870264993,0.05124134155585594
23,0.02303214988371474,0.05007938807926227
24,0.021673721770086557,0.05195815318945757
25,0.02111470946748159,0.056496379962287
